INSTANCE NAME	Solomon_R204-025
PLANNING HORIZON	1000.0
VEHICLE CAPACITY	1000.0

LOCATIONS
ID	NO	XCOORD	YCOORD
0	0	35.0	35.0
1	1	41.0	49.0
2	2	35.0	17.0
3	3	55.0	45.0
4	4	55.0	20.0
5	5	15.0	30.0
6	6	25.0	30.0
7	7	20.0	50.0
8	8	10.0	43.0
9	9	55.0	60.0
10	10	30.0	60.0
11	11	20.0	65.0
12	12	50.0	35.0
13	13	30.0	25.0
14	14	15.0	10.0
15	15	30.0	5.0
16	16	10.0	20.0
17	17	5.0	30.0
18	18	20.0	40.0
19	19	15.0	60.0
20	20	45.0	65.0
21	21	45.0	20.0
22	22	45.0	10.0
23	23	55.0	5.0
24	24	65.0	35.0
25	25	65.0	20.0

TASKS
ID	NO	LOC ID	MANDATORY	DEMAND	SERVICE TIME	TW LOW	TW HIGH
1	1	1	1	10.0	10.0	0.0	974.0
2	2	2	1	7.0	10.0	0.0	972.0
3	3	3	1	13.0	10.0	0.0	967.0
4	4	4	1	19.0	10.0	678.0	801.0
5	5	5	1	26.0	10.0	0.0	969.0
6	6	6	1	3.0	10.0	0.0	978.0
7	7	7	1	5.0	10.0	0.0	968.0
8	8	8	1	9.0	10.0	404.0	481.0
9	9	9	1	16.0	10.0	400.0	497.0
10	10	10	1	16.0	10.0	0.0	964.0
11	11	11	1	12.0	10.0	206.0	325.0
12	12	12	1	19.0	10.0	0.0	975.0
13	13	13	1	23.0	10.0	690.0	827.0
14	14	14	1	20.0	10.0	0.0	957.0
15	15	15	1	8.0	10.0	175.0	300.0
16	16	16	1	19.0	10.0	0.0	960.0
17	17	17	1	2.0	10.0	0.0	959.0
18	18	18	1	12.0	10.0	0.0	974.0
19	19	19	1	17.0	10.0	0.0	957.0
20	20	20	1	9.0	10.0	0.0	958.0
21	21	21	1	11.0	10.0	0.0	971.0
22	22	22	1	18.0	10.0	0.0	963.0
23	23	23	1	29.0	10.0	206.0	325.0
24	24	24	1	3.0	10.0	0.0	960.0
25	25	25	1	6.0	10.0	817.0	956.0
28	103	3	1	13.0	10.0	0.0	967.0
32	107	7	1	5.0	10.0	0.0	968.0
33	108	8	1	9.0	10.0	404.0	481.0
36	111	11	1	12.0	10.0	206.0	325.0
39	114	14	1	20.0	10.0	0.0	957.0
40	115	15	1	8.0	10.0	175.0	300.0
51	9999	0	1	0.0	0.0	0.0	1000.0

OPERATIONS
ID	NO	TSK I ID	TSK J ID	MANDATORY	lambdaIJ	muIJ	muJI
0	1	32	7	1	0	7	-
1	2	14	39	1	0	7	-
2	3	15	40	1	0	7	-
3	4	8	33	1	0	7	-
4	5	28	3	1	0	7	-
5	6	11	36	1	0	7	-
