INSTANCE NAME	Solomon_RC208-025
PLANNING HORIZON	960.0
VEHICLE CAPACITY	1000.0

LOCATIONS
ID	NO	XCOORD	YCOORD
0	0	40.0	50.0
1	1	25.0	85.0
2	2	22.0	75.0
3	3	22.0	85.0
4	4	20.0	80.0
5	5	20.0	85.0
6	6	18.0	75.0
7	7	15.0	75.0
8	8	15.0	80.0
9	9	10.0	35.0
10	10	10.0	40.0
11	11	8.0	40.0
12	12	8.0	45.0
13	13	5.0	35.0
14	14	5.0	45.0
15	15	2.0	40.0
16	16	0.0	40.0
17	17	0.0	45.0
18	18	44.0	5.0
19	19	42.0	10.0
20	20	42.0	15.0
21	21	40.0	5.0
22	22	40.0	15.0
23	23	38.0	5.0
24	24	38.0	15.0
25	25	35.0	5.0

TASKS
ID	NO	LOC ID	MANDATORY	DEMAND	SERVICE TIME	TW LOW	TW HIGH
1	1	1	1	20.0	10.0	388.0	911.0
2	2	2	1	30.0	10.0	30.0	546.0
3	3	3	1	10.0	10.0	353.0	708.0
4	4	4	1	40.0	10.0	425.0	913.0
5	5	5	1	20.0	10.0	40.0	630.0
6	6	6	1	20.0	10.0	228.0	667.0
7	7	7	1	20.0	10.0	161.0	558.0
8	8	8	1	10.0	10.0	229.0	624.0
9	9	9	1	20.0	10.0	213.0	648.0
10	10	10	1	30.0	10.0	404.0	753.0
11	11	11	1	40.0	10.0	33.0	511.0
12	12	12	1	20.0	10.0	46.0	519.0
13	13	13	1	10.0	10.0	395.0	911.0
14	14	14	1	10.0	10.0	35.0	697.0
15	15	15	1	20.0	10.0	39.0	528.0
16	16	16	1	20.0	10.0	94.0	535.0
17	17	17	1	20.0	10.0	394.0	909.0
18	18	18	1	20.0	10.0	218.0	571.0
19	19	19	1	40.0	10.0	85.0	542.0
20	20	20	1	10.0	10.0	391.0	802.0
21	21	21	1	10.0	10.0	45.0	517.0
22	22	22	1	40.0	10.0	229.0	640.0
23	23	23	1	30.0	10.0	45.0	523.0
24	24	24	1	10.0	10.0	389.0	914.0
25	25	25	1	20.0	10.0	386.0	904.0
31	106	6	1	20.0	10.0	228.0	667.0
32	107	7	1	20.0	10.0	161.0	558.0
33	108	8	1	10.0	10.0	229.0	624.0
36	111	11	1	40.0	10.0	33.0	511.0
37	112	12	1	20.0	10.0	46.0	519.0
39	114	14	1	10.0	10.0	35.0	697.0
51	9999	0	1	0.0	0.0	0.0	960.0

OPERATIONS
ID	NO	TSK I ID	TSK J ID	MANDATORY	lambdaIJ	muIJ	muJI
0	1	7	32	1	0	0	-
1	2	37	12	1	0	0	-
2	3	11	36	1	0	0	-
3	4	31	6	1	0	0	-
4	5	14	39	1	0	0	-
5	6	8	33	1	0	0	-
