INSTANCE NAME	Solomon_C106-025
PLANNING HORIZON	1236.0
VEHICLE CAPACITY	200.0

LOCATIONS
ID	NO	XCOORD	YCOORD
0	0	40.0	50.0
1	1	45.0	68.0
2	2	45.0	70.0
3	3	42.0	66.0
4	4	42.0	68.0
5	5	42.0	65.0
6	6	40.0	69.0
7	7	40.0	66.0
8	8	38.0	68.0
9	9	38.0	70.0
10	10	35.0	66.0
11	11	35.0	69.0
12	12	25.0	85.0
13	13	22.0	75.0
14	14	22.0	85.0
15	15	20.0	80.0
16	16	20.0	85.0
17	17	18.0	75.0
18	18	15.0	75.0
19	19	15.0	80.0
20	20	30.0	50.0
21	21	30.0	52.0
22	22	28.0	52.0
23	23	28.0	55.0
24	24	25.0	50.0
25	25	25.0	52.0

TASKS
ID	NO	LOC ID	MANDATORY	DEMAND	SERVICE TIME	TW LOW	TW HIGH
1	1	1	1	10.0	90.0	890.0	989.0
2	2	2	1	30.0	90.0	816.0	879.0
3	3	3	1	10.0	90.0	55.0	156.0
4	4	4	1	10.0	90.0	703.0	806.0
5	5	5	1	10.0	90.0	15.0	60.0
6	6	6	1	20.0	90.0	559.0	764.0
7	7	7	1	20.0	90.0	172.0	223.0
8	8	8	1	20.0	90.0	250.0	329.0
9	9	9	1	10.0	90.0	489.0	650.0
10	10	10	1	10.0	90.0	361.0	406.0
11	11	11	1	10.0	90.0	450.0	503.0
12	12	12	1	20.0	90.0	647.0	726.0
13	13	13	1	30.0	90.0	30.0	95.0
14	14	14	1	10.0	90.0	571.0	616.0
15	15	15	1	40.0	90.0	392.0	421.0
16	16	16	1	40.0	90.0	478.0	525.0
17	17	17	1	20.0	90.0	105.0	142.0
18	18	18	1	20.0	90.0	172.0	261.0
19	19	19	1	10.0	90.0	274.0	349.0
20	20	20	1	10.0	90.0	10.0	77.0
21	21	21	1	20.0	90.0	918.0	961.0
22	22	22	1	20.0	90.0	806.0	889.0
23	23	23	1	10.0	90.0	739.0	770.0
24	24	24	1	10.0	90.0	55.0	154.0
25	25	25	1	40.0	90.0	172.0	221.0
33	108	8	1	20.0	90.0	250.0	329.0
38	113	13	1	30.0	90.0	30.0	95.0
39	114	14	1	10.0	90.0	571.0	616.0
44	119	19	1	10.0	90.0	274.0	349.0
45	120	20	1	10.0	90.0	10.0	77.0
46	121	21	1	20.0	90.0	918.0	961.0
51	9999	0	1	0.0	0.0	0.0	1236.0

OPERATIONS
ID	NO	TSK I ID	TSK J ID	MANDATORY	lambdaIJ	muIJ	muJI
0	1	21	46	1	0	0	-
1	2	33	8	1	0	0	-
2	3	38	13	1	0	0	-
3	4	20	45	1	0	0	-
4	5	39	14	1	0	0	-
5	6	44	19	1	0	0	-
