INSTANCE NAME	Solomon_C204-025
PLANNING HORIZON	3390.0
VEHICLE CAPACITY	700.0

LOCATIONS
ID	NO	XCOORD	YCOORD
0	0	40.0	50.0
1	1	52.0	75.0
2	2	45.0	70.0
3	3	62.0	69.0
4	4	60.0	66.0
5	5	42.0	65.0
6	6	16.0	42.0
7	7	58.0	70.0
8	8	34.0	60.0
9	9	28.0	70.0
10	10	35.0	66.0
11	11	35.0	69.0
12	12	25.0	85.0
13	13	22.0	75.0
14	14	22.0	85.0
15	15	20.0	80.0
16	16	20.0	85.0
17	17	18.0	75.0
18	18	15.0	75.0
19	19	15.0	80.0
20	20	30.0	50.0
21	21	30.0	56.0
22	22	28.0	52.0
23	23	14.0	66.0
24	24	25.0	50.0
25	25	22.0	66.0

TASKS
ID	NO	LOC ID	MANDATORY	DEMAND	SERVICE TIME	TW LOW	TW HIGH
1	1	1	1	10.0	90.0	0.0	3272.0
2	2	2	1	30.0	90.0	0.0	3279.0
3	3	3	1	10.0	90.0	0.0	3270.0
4	4	4	1	10.0	90.0	1261.0	1421.0
5	5	5	1	10.0	90.0	0.0	3284.0
6	6	6	1	20.0	90.0	0.0	3274.0
7	7	7	1	20.0	90.0	0.0	3273.0
8	8	8	1	20.0	90.0	2887.0	3047.0
9	9	9	1	10.0	90.0	2601.0	2761.0
10	10	10	1	10.0	90.0	0.0	3283.0
11	11	11	1	10.0	90.0	2698.0	2858.0
12	12	12	1	20.0	90.0	0.0	3261.0
13	13	13	1	30.0	90.0	2405.0	2565.0
14	14	14	1	10.0	90.0	0.0	3260.0
15	15	15	1	40.0	90.0	2216.0	2376.0
16	16	16	1	40.0	90.0	0.0	3259.0
17	17	17	1	20.0	90.0	0.0	3266.0
18	18	18	1	20.0	90.0	0.0	3264.0
19	19	19	1	10.0	90.0	0.0	3260.0
20	20	20	1	10.0	90.0	0.0	3290.0
21	21	21	1	20.0	90.0	0.0	3288.0
22	22	22	1	20.0	90.0	0.0	3287.0
23	23	23	1	10.0	90.0	1643.0	1803.0
24	24	24	1	10.0	90.0	0.0	3285.0
25	25	25	1	40.0	90.0	2504.0	2664.0
27	102	2	1	30.0	90.0	0.0	3279.0
29	104	4	1	10.0	90.0	1261.0	1421.0
31	106	6	1	20.0	90.0	0.0	3274.0
32	107	7	1	20.0	90.0	0.0	3273.0
43	118	18	1	20.0	90.0	0.0	3264.0
44	119	19	1	10.0	90.0	0.0	3260.0
51	9999	0	1	0.0	0.0	0.0	3390.0

OPERATIONS
ID	NO	TSK I ID	TSK J ID	MANDATORY	lambdaIJ	muIJ	muJI
0	1	31	6	1	0	0	-
1	2	4	29	1	0	0	-
2	3	2	27	1	0	0	-
3	4	43	18	1	0	0	-
4	5	19	44	1	0	0	-
5	6	7	32	1	0	0	-
